2.90	0.11	87.96
2.92	0.11	88.29
2.94	0.11	88.95
2.96	0.11	89.13
2.98	0.11	89.97
3.00	0.11	90.45
3.02	0.12	90.78
3.04	0.12	91.29
3.06	0.12	91.80
3.08	0.12	92.13
3.10	0.12	92.97
3.12	0.12	92.46
3.14	0.12	92.97
3.16	0.12	93.48
3.18	0.12	94.14
3.20	0.13	94.98
3.22	0.13	95.13
3.24	0.13	95.31
3.26	0.13	95.64
3.28	0.13	96.48
3.30	0.13	96.99
3.32	0.13	96.81
3.34	0.13	97.14
3.36	0.13	98.16
3.38	0.14	98.64
3.40	0.14	98.64
3.42	0.14	98.82
3.44	0.14	99.15
3.46	0.14	99.81
3.48	0.14	100.32
3.50	0.14	100.32
3.52	0.14	100.83
3.54	0.15	100.98
3.56	0.15	101.16
3.58	0.15	101.67
3.60	0.15	101.49
3.62	0.15	101.67
3.64	0.15	102.48
3.66	0.15	102.00
3.68	0.15	102.48
3.70	0.15	102.48
3.72	0.16	103.17
3.74	0.16	103.50
3.76	0.16	103.83
3.78	0.16	104.01
3.80	0.16	104.01
3.82	0.16	104.01
3.84	0.16	104.16
3.86	0.16	104.01
3.88	0.17	104.49
3.90	0.17	104.67
3.92	0.17	105.66
3.94	0.17	105.33
3.96	0.17	106.50
3.98	0.17	106.83
4.00	0.17	107.34
4.02	0.18	107.52
4.04	0.18	107.19
4.06	0.18	108.18
4.08	0.18	108.18
4.10	0.18	107.67
4.12	0.18	108.00
4.14	0.18	108.69
4.16	0.19	109.53
4.18	0.19	109.02
4.20	0.19	110.19
4.22	0.19	111.03
4.24	0.19	110.85
4.26	0.19	111.18
4.28	0.20	111.87
4.30	0.20	111.51
4.32	0.20	111.87
4.34	0.20	112.20
4.36	0.20	112.68
4.38	0.20	112.86
4.40	0.20	112.86
4.42	0.21	113.70
4.44	0.21	114.03
4.46	0.21	114.21
4.48	0.21	115.02
4.50	0.21	115.38
4.52	0.21	115.38
4.54	0.21	116.04
4.56	0.22	116.19
4.58	0.22	116.88
4.60	0.22	117.03
4.62	0.22	117.21
4.64	0.22	118.05
4.66	0.22	117.72
4.68	0.23	118.20
4.70	0.23	118.38
4.72	0.23	117.21
4.74	0.23	108.69
4.76	0.23	108.69
4.78	0.23	108.18
4.80	0.24	108.36
4.82	0.24	108.51
4.84	0.24	109.02
4.86	0.24	108.69
4.88	0.24	109.53
4.90	0.25	109.86
4.92	0.25	110.70
4.94	0.25	110.34
4.96	0.25	111.03
4.98	0.25	111.18
5.00	0.26	111.03
5.02	0.26	111.87
5.04	0.26	111.69
5.06	0.26	111.69
5.08	0.26	112.68
5.10	0.27	112.68
5.12	0.27	113.04
5.14	0.27	113.37
5.16	0.27	113.85
5.18	0.27	114.03
5.20	0.28	113.85
5.22	0.28	114.69
5.24	0.28	114.21
5.26	0.28	115.20
5.28	0.28	115.38
5.30	0.29	115.53
5.32	0.29	115.86
5.34	0.29	115.86
5.36	0.29	116.70
5.38	0.29	116.70
5.40	0.30	116.88
5.42	0.30	117.36
5.44	0.30	117.87
5.46	0.30	118.71
5.48	0.31	118.53
5.50	0.31	118.71
5.52	0.31	118.89
5.54	0.31	119.04
5.56	0.31	119.37
5.58	0.32	119.70
5.60	0.32	119.55
5.62	0.32	120.06
5.64	0.32	119.55
5.66	0.32	119.70
5.68	0.33	120.54
5.70	0.33	120.39
5.72	0.33	120.54
5.74	0.33	120.54
5.76	0.34	121.05
5.78	0.34	121.23
5.80	0.34	121.56
5.82	0.34	121.05
5.84	0.35	121.23
5.86	0.35	120.72
5.88	0.35	120.21
5.90	0.35	119.37
5.92	0.36	118.89
5.94	0.36	119.04
5.96	0.36	118.71
5.98	0.36	118.05
6.00	0.37	118.05
6.02	0.37	117.36
6.04	0.37	116.88
6.06	0.37	116.55
6.08	0.38	115.86
6.10	0.38	116.55
6.12	0.38	116.19
6.14	0.38	116.37
6.16	0.39	116.37
6.18	0.39	116.70
6.20	0.39	116.55
6.22	0.39	116.37
6.24	0.40	116.19
6.26	0.40	116.04
6.28	0.40	115.38
6.30	0.41	114.69
6.32	0.41	114.54
6.34	0.41	115.20
6.36	0.41	115.53
6.38	0.42	116.04
6.40	0.42	115.38
6.42	0.42	115.38
6.44	0.43	115.20
6.46	0.43	115.20
6.48	0.43	115.02
6.50	0.43	114.87
6.52	0.44	115.02
6.54	0.44	115.20
6.56	0.44	115.38
6.58	0.45	115.53
6.60	0.45	115.53
6.62	0.45	116.04
6.64	0.46	116.37
6.66	0.46	116.37
6.68	0.46	115.02
6.70	0.47	113.52
6.72	0.47	112.53
6.74	0.47	112.02
6.76	0.48	111.36
6.78	0.48	109.86
6.80	0.48	109.35
6.82	0.48	108.84
6.84	0.49	108.36
6.86	0.49	108.18
6.88	0.49	108.69
6.90	0.50	108.18
6.92	0.50	108.18
6.94	0.51	108.51
6.96	0.51	108.69
6.98	0.51	108.84
7.00	0.52	108.69
7.02	0.52	107.34
7.04	0.52	107.85
7.06	0.53	107.67
7.08	0.53	107.34
7.10	0.53	107.01
7.12	0.54	106.35
7.14	0.54	107.01
7.16	0.55	107.34
7.18	0.55	107.67
7.20	0.55	107.85
7.22	0.56	108.18
7.24	0.56	108.69
7.26	0.56	109.17
7.28	0.57	109.53
7.30	0.57	108.84
7.32	0.57	108.51
7.34	0.58	109.02
7.36	0.58	109.68
7.38	0.59	108.84
7.40	0.59	108.18
7.42	0.59	108.36
7.44	0.60	108.18
7.46	0.60	107.85
7.48	0.60	107.52
7.50	0.61	107.52
7.52	0.61	107.34
7.54	0.62	107.52
7.56	0.62	108.00
7.58	0.62	108.00
7.60	0.63	107.52
7.62	0.63	107.19
7.64	0.64	107.52
7.66	0.64	106.68
7.68	0.64	105.51
7.70	0.65	105.66
7.72	0.65	105.00
7.74	0.66	105.00
7.76	0.66	104.67
7.78	0.66	103.83
7.80	0.67	104.01
7.82	0.67	103.50
7.84	0.68	103.83
7.86	0.68	102.99
7.88	0.69	102.15
7.90	0.69	101.67
7.92	0.69	101.31
7.94	0.70	100.50
7.96	0.70	99.99
7.98	0.71	99.66
8.00	0.71	99.15
8.02	0.72	98.31
8.04	0.72	97.98
8.06	0.72	97.32
8.08	0.73	96.81
8.10	0.73	94.65
8.12	0.74	92.13
8.14	0.74	91.62
8.16	0.75	90.78
8.18	0.75	89.28
8.20	0.76	88.62
8.22	0.76	87.27
8.24	0.77	86.61
8.26	0.77	84.93
8.28	0.78	85.29
8.30	0.78	84.60
8.32	0.79	84.78
8.34	0.79	84.78
8.36	0.80	84.93
8.38	0.80	85.29
8.40	0.81	85.29
8.42	0.81	85.29
8.44	0.82	85.95
8.46	0.82	86.61
8.48	0.83	86.46
8.50	0.83	86.79
8.52	0.84	86.94
8.54	0.84	86.94
8.56	0.85	86.61
8.58	0.85	86.46
8.60	0.86	86.61
8.62	0.86	85.95
8.64	0.87	84.93
8.66	0.87	84.45
8.68	0.88	84.45
8.70	0.88	84.60
8.72	0.89	84.93
8.74	0.89	84.78
8.76	0.90	84.93
8.78	0.90	84.45
8.80	0.91	84.45
8.82	0.92	84.93
8.84	0.92	84.60
8.86	0.93	84.27
8.88	0.93	83.43
8.90	0.94	83.76
8.92	0.94	84.45
8.94	0.95	84.78
8.96	0.95	84.93
8.98	0.96	85.44
9.00	0.97	85.62
9.02	0.97	85.95
9.04	0.98	86.10
9.06	0.98	86.94
9.08	0.99	86.94
9.10	0.99	86.61
9.12	1.00	86.46
9.14	1.00	86.94
9.16	1.01	87.63
9.18	1.01	87.45
9.20	1.02	87.63
9.22	1.03	87.78
9.24	1.03	87.63
9.26	1.04	87.96
9.28	1.04	88.29
9.30	1.05	88.44
9.32	1.05	88.44
9.34	1.06	89.13
9.36	1.07	89.79
9.38	1.07	90.30
9.40	1.08	90.45
9.42	1.08	90.12
9.44	1.09	89.97
9.46	1.09	89.61
9.48	1.10	89.97
9.50	1.10	90.78
9.52	1.11	90.78
9.54	1.12	91.80
9.56	1.12	92.13
9.58	1.13	92.46
9.60	1.13	92.64
9.62	1.14	92.64
9.64	1.15	91.80
9.66	1.15	90.96
9.68	1.16	90.96
9.70	1.16	90.30
9.72	1.17	89.28
9.74	1.17	89.61
9.76	1.18	88.62
9.78	1.19	87.96
9.80	1.19	88.44
9.82	1.20	88.11
9.84	1.20	87.78
9.86	1.21	86.61
9.88	1.22	85.62
9.90	1.22	84.60
9.92	1.23	85.11
9.94	1.23	85.44
9.96	1.24	85.29
9.98	1.25	85.62
10.00	1.25	85.77
10.02	1.26	84.78
10.04	1.27	84.60
10.06	1.27	84.45
10.08	1.28	84.60
10.10	1.28	84.93
10.12	1.29	84.93
10.14	1.30	85.11
10.16	1.30	84.93
10.18	1.31	84.09
10.20	1.32	82.92
10.22	1.32	81.75
10.24	1.33	81.09
10.26	1.34	79.92
10.28	1.34	80.10
10.30	1.35	78.42
10.32	1.36	78.24
10.34	1.36	78.24
10.36	1.37	77.76
10.38	1.38	76.59
10.40	1.38	75.90
10.42	1.39	76.41
10.44	1.39	75.75
10.46	1.40	75.75
10.48	1.41	75.57
10.50	1.42	75.90
10.52	1.42	75.90
10.54	1.43	75.24
10.56	1.44	74.73
10.58	1.44	75.09
10.60	1.45	75.09
10.62	1.46	75.57
10.64	1.46	75.75
10.66	1.47	75.57
10.68	1.48	75.09
10.70	1.48	75.09
10.72	1.49	74.58
10.74	1.50	75.09
10.76	1.50	75.42
10.78	1.51	75.75
10.80	1.52	75.24
10.82	1.53	74.58
10.84	1.53	73.92
10.86	1.54	73.41
10.88	1.55	72.75
10.90	1.55	72.06
10.92	1.56	71.58
10.94	1.57	71.40
10.96	1.58	71.22
10.98	1.58	71.58
11.00	1.59	70.23
11.02	1.60	68.40
11.04	1.60	67.71
11.06	1.61	67.38
11.08	1.62	67.38
11.10	1.63	66.06
11.12	1.63	65.88
11.14	1.64	64.71
11.16	1.65	64.05
11.18	1.66	63.36
11.20	1.66	63.36
11.22	1.67	62.37
11.24	1.68	61.71
11.26	1.69	60.36
